flood_area_id,description,severity,severity_level,message,time_raised,time_severity_changed,easting,northing
113WAFTW13,River Teign area,Flood alert,3,"River levels have peaked and are starting to fall. However they remain high and there may still be flooding to low lying land and roads close to rivers. The main areas of concern are Newton Abbot, Kingsteignton, Teignmouth, Shaldon, Bovey Tracey, Kingskerswell, Dawlish and Dawlish Warren.

We expect the river to remain high throughout the day. Catchments are wet and may be responsive to further rainfall forecast for Wednesday and Thursday.
We are closely monitoring the situation and will issue flood warnings if required. 
Take care and avoid walking, cycling or driving through flood water. 
This message will be updated by 12:00PM on 17 December 2025 or as the situation changes.
",2025-12-16T11:46:26,2025-12-15T10:13:00,,
113WABTW08,"Rivers Otter and Sid, and Exmouth area",Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Further rainfall is forecast but no further flooding is expected. Catchments are wet and may be responsive to further rainfall forecast for Wednesday and Thursday. 
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T11:54:30,2025-12-16T11:54:00,,
112WAFTWSS,West Somerset Streams,Flood alert,3,"River levels in West Somerset have rose in response to rainfall last night.. Further rainfall is forecast tomorrow 17/12 from 12:00PM. Flooding is possible on low lying land and roads near the Horner Water, River Aller, Washford River and the Hawkcombe, Monksilver and Doniford Streams and tributaries. 

We will continue to monitor the situation and will issue further alerts or warnings if necessary.

We are checking defences and clearing bridges, culverts and screens where necessary. Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Keep checking for updates to these Alerts. This message will be updated by 1:00PM on 17 December 2025, or as the situation changes.
",2025-12-16T12:38:20,2025-12-14T19:57:00,,
112WAFRTC,River Tone catchment,Flood alert,3,"River levels have risen in response to the heavy rainfall last night. Further rainfall is forecast for tomorrow from 12:00PM. This flood alert will likely remain out. Flooding is forecast to affect locations near the River Tone, Hillfarrance Brook, Halsewater Stream, with low lying land and roads expected to be most affected, particularly around roads around Hillfarrance, Bradford on Tone, Lane End Road at Ham and the Creech St Michael to Henlade road. Bradford on Tone ringbanks will be bankfull.

We are closely monitoring rainfall and river levels. Take care and avoid walking, cycling or driving through flood water. This message will be updated by 01:00 PM on 17/12/2025, or as the situation changes.
",2025-12-16T12:17:01,2025-12-14T20:03:00,,
111WAFWDRS,West Dorset Rivers and Streams,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected. The weather is expected to remain unsettled for the next few days and further rainfall is expected tomorrow. 
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
If you have been evacuated only return to your property once the emergency services have advised that it is safe to do so. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T16:02:56,2025-12-16T16:02:00,,
114WAFT1W05A00,River Fowey,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected. However, more rainfall is expected Wednesday 17th  and Thursday 18th December 2025. Catchments are saturated and rivers remain responsive. 
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T12:17:29,2025-12-16T10:47:00,,
114WAFT1W12A00,River Plym and Tory Brook,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected. However, more rainfall is expected Wednesday 17th  and Thursday 18th December 2025. Catchments are saturated and rivers remain responsive. 
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T12:32:51,2025-12-16T10:49:00,,
114WAFT1W01A00,West Cornwall Rivers,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected. However, more rainfall is expected Wednesday 17th  and Thursday 18th December 2025. Catchments are saturated and rivers remain responsive. 
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T12:41:49,2025-12-16T10:56:00,,
114WAFT1W04A00,St Austell and Par Rivers,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected. However, more rainfall is expected Wednesday 17th  and Thursday 18th December 2025. Catchments are saturated and rivers remain responsive. 
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T12:32:16,2025-12-16T10:57:00,,
114WAFT1W09A00,Middle River Tamar,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected. However, more rainfall is expected Wednesday 17th  and Thursday 18th December 2025. Catchments are saturated and rivers remain responsive. 
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T12:44:36,2025-12-16T10:56:00,,
114WAFT1W03A00,North Cornwall Rivers,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected. However, more rainfall is expected Wednesday 17th  and Thursday 18th December 2025. Catchments are saturated and rivers remain responsive. 
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T12:42:56,2025-12-16T10:52:00,,
114WAFT1W02A00,Helford and Fal Rivers,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected. However, more rainfall is expected Wednesday 17th  and Thursday 18th December 2025. Catchments are saturated and rivers remain responsive. 
We will continue to monitor the situation and will issue further alerts or warnings if necessary.  
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T12:43:16,2025-12-16T10:53:00,,
114WAFT1W07A00,River Lynher,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected. However, more rainfall is expected Wednesday 17th  and Thursday 18th December 2025. Catchments are saturated and rivers remain responsive. 
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T12:41:23,2025-12-16T10:51:00,,
114WAFT1W13A00,River Yealm,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected. However, more rainfall is expected Wednesday 17th  and Thursday 18th December 2025. Catchments are saturated and rivers remain responsive. 
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T12:35:51,2025-12-16T10:50:00,,
123WAF964,Lower River Calder catchment,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected. Further rain is expected on Wednesday and Thursday and rivers are likely to be responsive to this. 
We will continue to monitor the situation and will issue further alerts or warnings if necessary. We are checking our flood defences and monitoring the situation closely. 
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Stay away from floodwater - it contains hidden dangers such as open manhole covers, sewage and chemicals.   

",2025-12-16T09:01:20,2025-12-16T09:01:00,,
123WAF963,Upper River Calder catchment,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected. Further rain is expected on Wednesday and Thursday and rivers are likely to be responsive to this. 
We will continue to monitor the situation and will issue further alerts or warnings if necessary. We are checking our flood defences and monitoring the situation closely. 
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Stay away from floodwater - it contains hidden dangers such as open manhole covers, sewage and chemicals.  

",2025-12-16T09:04:06,2025-12-16T09:04:00,,
011WAFDU,"Rivers Duddon, Crake and Mill Beck",Flood alert,3,"No further significant rainfall is expected on Tuesday 16/12/2025. However, large amounts of flood water remain. Locations most affected will be low lying land and roads near the rivers and lake. We are closely monitoring the situation. Avoid using low lying footpaths, bridges near local watercourses and do not drive through flood water. This message will be updated by 10:00AM on 17 December 2025 or as the situation changes.
",2025-12-16T08:44:21,2025-12-13T18:31:00,,
031WAF114,Severn Vyrnwy confluence,Flood alert,3,"River levels remain high today. Flooding is possible today, 16 December 2025. Flooding may affect low lying land and roads adjacent to the river from the Welsh border at Llawnt to Shrawardine near Shrewsbury. Other locations that may be affected include Llanymynech, Maesbrook and Melverley. Roads between Maesbrook, Melverley and Pentre start to flood. Peaks - Llanymynech peaked at 3.56m 15/12 PM, Cae Howel is steady and peaking this morning, 16/12. We are closely monitoring the situation. Take care and avoid walking, cycling or driving through flood water. This We are closely monitoring the situation . Take care and avoid walking, cycling or driving through flood water . This message will be updated by 10:00AM on 17 December 2025 or as the situation changes.
",2025-12-16T09:39:57,2025-11-28T15:59:00,,
031WAF105,Rea Brook and Cound Brook,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected.   
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T09:24:34,2025-12-16T09:24:00,,
113WABTW15,South Devon Rivers,Flood alert,3,"River levels have peaked and are starting to fall. However they remain high and there may still be flooding to low lying land and roads close to rivers.

The main areas of concern are Ivybridge, South Brent, Ermington, Avonwick, Averton Giffard, Kingsbridge, Harbertonford and Dartmouth.

We expect the river to remain high throughout the day. Catchments are wet and may be responsive to further rainfall forecast for Wednesday and Thursday.
We are closely monitoring the situation and will issue flood warnings if required. 
Take care and avoid walking, cycling or driving through flood water. 
This message will be updated by 12:00PM on 17 December 2025 or as the situation changes.
",2025-12-16T11:45:26,2025-12-15T10:32:00,,
123WAF960,Upper River Aire catchment,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected. Further rain is expected on Wednesday and Thursday and rivers are likely to be responsive to this. 
We will continue to monitor the situation and will issue further alerts or warnings if necessary. We are checking our flood defences and monitoring the situation closely. 
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Stay away from floodwater - it contains hidden dangers such as open manhole covers, sewage and chemicals.   

",2025-12-16T09:30:04,2025-12-16T09:30:00,,
033WAF317,River Churnet and River Tean,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected.   
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T10:21:09,2025-12-16T10:21:00,,
033WAF320,Lower Dove Brooks in Staffordshire,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected.   
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T08:57:08,2025-12-16T08:57:00,,
033WAF312,River Sow and River Penk,Flood alert,3,"River levels are rising at the Milford river gauge as a result of heavy rainfall. Flooding is expected throughout tonight and into tomorrow morning 17th December 2025. Flooding may affect low-lying land and roads adjacent to the River Sow between Great Bridgeford and Shugborough, the River Penk between Coven and Stafford, the Sandyford Brook, the Rising Brook, the Ridings Brook and the Saredon Brook. We are closely monitoring the situation. Take care and avoid walking, cycling or driving through flood water. This message will be updated by 11:00AM on 17 December 2025 or as the situation changes.
",2025-12-16T16:07:21,2025-12-14T16:31:00,,
031WAF215,Rivers in the Forest of Dean,Flood alert,3,"Rising river levels today may lead to flooding. Flooding is possible on 16 December 2025.  

Flooding may affect low lying land and roads adjacent to the river from Gloucester to Chepstow. Other locations that may be affected include Westbury and Lydney.  

Further rainfall is forecast over the next 48 hours. 

We are closely monitoring the situation. Take care and avoid walking, cycling or driving through flood water .  

This message will be updated by 10:00AM on 17 December 2025 or as the situation changes.
",2025-12-16T07:29:21,2025-12-15T15:52:00,,
013WAFSA,River Sankey catchment with St Helens and Warrington,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected.   
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T09:01:15,2025-12-16T09:01:00,,
112WAFTPM,Lower Tone and Parrett Moors,Flood alert,3,"Rising river levels today may lead to flooding. 
Flooding is possible on 16 December 2025 . 
Due to the heavy rain last night, The River Tone level at Currymoor pumping station is now at 7.45m. Water will enter Currymoor reservoir via Hookbridge spillway if this level exceeds 7.45m.

The drain level at Currymoor pumping station is 4.93m. Cutts Road floods when this level is above 5.75m, and New Road when the level is above 6.18m. Please refer to the Somerset Council website for information on road closures in the area. Pumping will commence at Currymoor when river levels allow.

Further rain is expected from 12:00PM tomorrow 17/12, therefore this flood alert will likely remain. 
We are monitoring rainfall and river levels . 
Take care and avoid walking, cycling or driving through flood water . 
This message will be updated by 12:00PM on 17 December 2025 or as the situation changes.
",2025-12-16T11:32:40,2025-12-16T11:32:00,,
013WAFWE,"Weaver catchment including Nantwich, Frodsham, Crewe, Winsford and Northwich",Flood alert,3,"Levels remain high today, 16th December 2025 and overnight into 17th December 2025. Locations most affected will be low lying land and roads around the Rivers Weaver, Ducklow and Wheelock and their tributaries. We continue to closely monitor the situation. Avoid using low lying footpaths and any bridges near local watercourses. This message will be updated by 10 AM on 17th December 2025 or as the situation changes.
",2025-12-16T16:22:57,2025-12-15T08:59:00,,
031WAF106,River Worfe,Flood alert,3,"High river levels today may lead to flooding. 
Flooding is possible on 16 December 2025 . 
Flooding may affect low lying land and roads adjacent to the river from Crackley Bank to Bridgnorth. Other locations that may be affected include Ryton and Burcote. Water is rising in the drains at Worfield. 
We are closely monitoring the situation . 
Take care and avoid walking, cycling or driving through flood water . 
This message will be updated by 10:00AM on 17 December 2025 or as the situation changes.
",2025-12-16T07:53:31,2025-12-16T07:53:00,,
013WAFDEE,River Dee catchment in England from Whitchurch to Chester,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected.   
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T09:04:57,2025-12-16T09:04:00,,
011WAFLE,Lower River Eden,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected.   
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
If you have been evacuated only return to your property once the emergency services have advised that it is safe to do so. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T08:48:28,2025-12-16T08:48:00,,
031WAF108,River Severn in Worcestershire,Flood alert,3,"Rising river levels may lead to flooding. Flooding is possible on 16 December 2025.  

Flooding may affect low lying land & roads adjacent to the river from Highley to Tewkesbury; including Dog Lane Bewdley, Stourport, Diglis & Hylton Road towpath. Flooded drains affect the racecourse & Worcester CCG. PLP should be installed. New St Gate closed at Upton upon Severn. 

Predicted peaks:- 

Bewdley 2.7m to 3.2m on 16/12/25 PM 

Worcester 3.0m to 3.5m on 17/12/25 AM 

Diglis 2.7m to 3.2m on 17/12/25 AM 

Kempsey Yacht Club 5.0m to 5.5m on 16/12/25 PM 

Saxons Lode 3.7m to 4.2m on 17/12/25 PM. 

Further rainfall is forecast over the next 48 hours. 

We are closely monitoring the situation. Take care and avoid walking, cycling or driving through flood water.  

This message will be updated by 10:00AM on 17 December 2025 or as the situation changes.
",2025-12-16T07:48:58,2025-12-15T16:35:00,,
031WAF201,Kempsey Village,Flood alert,3,"High river levels may lead to flooding. Flooding is possible on 16 December 2025.  

Flooding may affect low lying land and Squires Walk in the area of the Hatfield Brook Kempsey. Kempsey Flood Alleviation Scheme may be operational. 

Predicted peak:- 

Kempsey Yacht Club 5.0m to 5.5m on 17/12 AM.  

Further rainfall is forecast over the next 48 hours. 

We are closely monitoring the situation. Take care and avoid walking, cycling or driving through flood water.  

This message will be updated by 10:00AM on 17 December 2025 or as the situation changes.
",2025-12-16T07:48:43,2025-12-15T16:18:00,,
034WAF414,River Trent in Derbyshire,Flood alert,3,"Rising river levels today may lead to flooding. Flooding is possible from this morning on 16th December 2025 . Areas most at risk are low-lying agricultural land and roads including Willington, Barrow upon Trent, Swarkestone, Bargate Lane, and the access roads to Willington Meadows, the Twyford Village access road, Church Lane at Barrow, and Ingleby Lane. Heavy rainfall is forecast over the next 48 hours. River levels at Shardlow Gauge will rise until 12:00 on 17/12/25. We are closely monitoring the situation . Take care and avoid walking, cycling or driving through flood water & avoid using low-lying footpaths near local watercourses. This message will be updated by 09:00AM on 17th December 2025 or as the situation changes.
",2025-12-16T16:44:19,2025-12-15T16:22:00,,
122WAF946,Upper River Ouse,Flood alert,3,"Rising river levels overnight may lead to flooding. Flooding is possible today, Tuesday 16th December 2025. 
Locations most affected will be riverside footpaths and low-lying land in York and to the south as far as Naburn Lock, including Kings Staith, Queens Staith, and South Esplanade. 
We are closely monitoring the situation . 
Take care and avoid walking, cycling or driving through flood water and consider acting on your flood plan if you have one. 
This message will be updated by 8:00PM on 16 December 2025 or as the situation changes.
",2025-12-16T07:44:19,2025-12-15T19:59:00,,
031WAF103,River Severn in Shropshire,Flood alert,3,"Rising river levels this evening may lead to flooding. 
Flooding is possible on 16 December 2025 . 
Flooding may affect low lying land and roads adjacent the river from Shrewsbury to Upper Arley. Locations that may be affected are White Abbey, Coalbrookdale, Ironbridge and Bridgnorth. River Severn bankfull at White Abbey, floodplain may be filling at Hayes Basin. Predicted peaks:- Buildwas 3.3m to 3.5m on 16/12/25 evening.
No flooding is currently expected at other gauge locations. 
We are closely monitoring the situation . 
Take care and avoid walking, cycling or driving through flood water . 
This message will be updated by 10:00AM on 17 December 2025 or as the situation changes.
",2025-12-16T16:09:29,2025-12-16T16:09:00,,
031FWFSE525,"River Severn at Severn Ham, Tewkesbury",Flood warning,2,"Rising river levels are expected to cause flooding overnight. 
Flooding is expected on 17 December 2025 . 
Flooding may affect property and roads in and around Severn Ham and access to Abbey Mill may be compromised.

Predicted peak:- 
Mythe 3.3m to 3.8m on 17/12 PM. 
We are monitoring rainfall and river levels . 
Monitor local water levels and weather conditions . 
This message will be updated by 10:00AM on 17 December 2025 or as the situation changes. 
",2025-12-16T16:20:42,2025-12-16T16:20:00,,
033WAF304,Middle Tame,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected.   
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T11:29:05,2025-12-16T11:29:00,,
033WAF315,Upper Dove,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected.   
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T09:11:50,2025-12-16T09:11:00,,
033WAF318,Lower Dove,Flood alert,3,"River levels remain high at the Aston Bridge river gauge as a result of heavy rainfall. Flooding is expected throughout tonight and into tomorrow morning 17th December 2025. Flooding may affect low-lying land and roads adjacent to the River Dove between Rocester and Clay Mills. We are closely monitoring the situation. Take care and avoid walking, cycling or driving through flood water. This message will be updated by 11:00AM on 17 December 2025 or as the situation changes.
",2025-12-16T16:03:59,2025-12-14T16:26:00,,
033WAF319,Lower Dove Brooks and Egginton Brook in Derbyshire,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected.   
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T16:15:02,2025-12-16T16:15:00,,
111FAGWDGW,Groundwater flooding in the West of Dorset,Flood alert,3,"High and rising groundwater levels may lead to flooding. Flooding is possible in the West Dorset area. Groundwater levels are rising in response to recent heavy rainfall. Levels may continue to rise and flooding of fields and roads is possible. Further rainfall is expected over the next few days which may see levels continue to rise. Where groundwater is near the surface, intense rainfall will lead to surface water flooding. We are closely monitoring the situation . Residents are advised to prepare property resilience measures and ensure that pumps are working where they have been installed. This message will be updated by 4:00PM on 23 December 2025 or as the situation changes.
",2025-12-16T10:34:31,2025-12-10T15:46:00,,
113FWF2G7A,River Clyst from Broadclyst to Clyst St. Mary,Flood warning,2,"River levels are starting to peak, however they remain high and there remains the risk of flooding to properties and low lying areas close to rivers.

The main areas of concern are Ashclyst Farm, Burrow Bridge, Broadclyst Bridge, Clyston Mill, Dymond's Farm, Sowton Barton and properties and farms between Clyst St. Mary and Topsham including Newcourt Barton and Cotts Farm. Flood waters may be deep and fast flowing, particularly in the Burrow area. 
 
We expect the river to remain high throughout the day. Catchments are wet and will be responsive to further rainfall forecast for Wednesday and Thursday.
We are monitoring rainfall and river levels.
Activate any flood protection products you may have.
Take care and avoid walking, cycling or driving through flood water. 
This message will be updated by 12:00PM on 17 December 2025 or as the situation changes.
",2025-12-16T15:38:14,2025-12-16T06:03:00,,
113FWF2J2A,"River Axe (Upper) from Winsham to Axminster, including Chard Junction and Weycroft",Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Further rainfall is forecast but no further flooding is expected. Catchments are wet and will be responsive to further rainfall forecast for Wednesday and Thursday. 
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T12:08:07,2025-12-16T12:08:00,,
033FWF3DENE02,River Dene at Walton,Flood warning,2,"High river levels are expected to cause flooding today. 
Flooding is expected from the afternoon of 16 December 2025 . 
Flooding may affect properties and roads in the Walton area including Walton Road. 
We are closely monitoring the situation . 
Take care and avoid walking, cycling or driving through flood water . Don't put yourself or others at risk. 
This message will be updated by 11:00AM on 17 December 2025 or as the situation changes. 
",2025-12-16T13:53:07,2025-12-16T13:53:00,,
053WAF100RUA,Rase and Upper Ancholme,Flood alert,3,"Rising river levels this afternoon may lead to flooding. 
Flooding is possible from the afternoon of 16 December 2025 . 
Locations most affected will be low lying land and roads near rivers. Our forecasts indicate that flooding to properties isn't likely and therefore flood warnings are not expected to be issued. 
We are closely monitoring the situation . 
Take care and avoid walking, cycling or driving through flood water . Avoid low lying roads, near rivers which may be flooded. 
This message will be updated by 11:00AM on 17 December 2025 or as the situation changes.
",2025-12-16T16:40:26,2025-12-16T16:40:00,,
031WAF208,Bow and Piddle Brook,Flood alert,3,"Rising river levels today may lead to flooding. Flooding is possible on 16 December 2025.  

Flooding may affect low lying land and roads adjacent to the Brooks from Webheath to Defford. Other locations that may be affected include Crowle, Wickenham, Peopleton, Pinvin and Pershore. Local fords may also be flooded.  

We are closely monitoring the situation.  

Take care and avoid walking, cycling or driving through flood water.  

This message will be updated by 10:00AM on 17 December 2025 or as the situation changes.
",2025-12-16T07:31:35,2025-12-15T15:57:00,,
011WAFBR,"Rivers Brathay, Rothay and Winster",Flood alert,3,"Flooding continues to be possible to low lying land on 16 December 2025. River levels are starting to fall but the lake levels remain high. Large amounts of flood water remain. Locations most affected will be low lying land and roads near the rivers Brathay, Rothay, Winster and other watercourses from Grasmere to Grange-over-Sands including low lying areas around Ambleside, Skelwith Bridge, Windermere, Hawkshead, Newby Bridge, Backbarrow, Cark and Cartmel. We are closely monitoring the situation. Avoid using low lying footpaths, bridges near local watercourses and do not drive through flood water. This message will be updated by 10:00am on 17 December 2025 or as the situation changes.
",2025-12-16T09:04:13,2025-12-01T07:46:00,,
011WAFDW,"Upper River Derwent, Stonethwaite Beck and Derwent Water",Flood alert,3,"Following recent heavy rainfall, river and lake levels remain high and flooding of low lying land is expected to continue through out this week due to the high lake level. Locations most affected will be low lying land and roads near the Upper Derwent from Seathwaite to Derwent Water. We are closely monitoring the situation. Avoid using low lying footpaths and any bridges near local watercourses. This message will be updated by 10:00 on 17 December 2025 or as the situation changes.
",2025-12-16T08:41:39,2025-12-01T07:56:00,,
123WAF961,Middle River Aire catchment,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected. Further rain is expected on Wednesday and Thursday and rivers are likely to be responsive to this. 
We will continue to monitor the situation and will issue further alerts or warnings if necessary. We are checking our flood defences and monitoring the situation closely. 
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Stay away from floodwater - it contains hidden dangers such as open manhole covers, sewage and chemicals.   

",2025-12-16T09:37:16,2025-12-16T09:37:00,,
113WAFTW01,Upper Torridge area,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected. Catchments are wet and will be responsive to further rain which is forecast for Wednesday and Thursday. 
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T09:59:31,2025-12-16T09:59:00,,
114WAFT1W08A00,Lower River Tamar,Warning no longer in force,4,"There is no longer a threat of flooding, though standing water and debris may still remain. 
Weather conditions are expected to improve and no further flooding is expected. However, more rainfall is expected Wednesday 17th  and Thursday 18th December 2025. Catchments are saturated and rivers remain responsive. 
We will continue to monitor the situation and will issue further alerts or warnings if necessary.   
Continue to take care on waterside roads and footpaths and don't put yourself in unnecessary danger. Never drive through flood water,  just 30cm of fast flowing water is enough to move your car.   

",2025-12-16T16:36:23,2025-12-16T10:55:00,,
113WABTW10,Lower Exe area,Flood alert,3,"River levels have peaked and are starting to fall. However they remain high and there may still be flooding to low lying land and roads close to rivers.
The main areas of concern are Bickleigh, Up Exe, Rewe, Stoke Canon and Exeter.
We expect the river to remain high throughout the day. Catchments are wet and may be responsive to further rainfall forecast for Wednesday and Thursday.
We are closely monitoring the situation and will issue flood warnings if required. 
Take care and avoid walking, cycling or driving through flood water. 
This message will be updated by 12:00PM on 17 December 2025 or as the situation changes.
",2025-12-16T11:46:30,2025-12-15T19:59:00,,
